,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,estimated_price
3257,Maruti Alto LXi,2010,160000,36659,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,2123.8
3258,Maruti Omni E MPI STD BS IV,2016,210000,60000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,2364.9333333333334
3259,Mahindra XUV500 W4,2014,850000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,9577.4
3260,Mahindra XUV500 W4,2014,880000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,9577.4
3261,Maruti Zen Estilo Sports,2010,150000,39000,Petrol,Individual,Manual,First Owner,16.9 kmpl,1061 CC,64.9 bhp,"8.6@ 3,500(kgm@ rpm)",5.0,1856.1333333333334
3262,Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7.0,8182.666666666667
3263,Maruti Alto LXi,2009,160000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,1820.1333333333334
3264,Ford Figo Diesel EXI,2012,220000,100000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,3106.0
3265,Hyundai i20 1.4 Asta Option,2017,670000,48000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,10155.599866666666
3266,Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,10033.266666666666
3267,Maruti Baleno Sigma 1.2,2017,515000,23000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,6229.865133333335
3268,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,9871.133333333333
3269,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,14000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,9871.133333333333
3270,Mahindra XUV500 W8 2WD,2014,850000,60000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,10058.533066666665
3271,Hyundai EON Era Plus,2013,200000,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,2379.0
3272,Skoda Fabia 1.4 TDI Ambiente,2008,140000,150000,Diesel,Individual,Manual,Third Owner,19.4 kmpl,1422 CC,70 bhp,155 Nm at 1600-2800 rpm,5.0,1732.0
3273,Hyundai Verna 1.6 VTVT AT SX,2016,800000,80000,Petrol,Individual,Automatic,Second Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,8423.399666666666
3274,Maruti Alto K10 2010-2014 VXI,2013,250000,35000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,3186.7332
3275,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,9362.666666666666
3276,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Individual,Manual,Third Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,6921.0
3277,Renault Fluence Diesel E4,2012,250000,120000,Diesel,Individual,Manual,Third Owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5.0,4305.066466666667
3278,Honda Amaze S i-DTEC,2016,500000,80000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,6126.665133333334
3279,Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0,7399.133333333333
3280,Maruti Swift ZDi,2014,650000,68000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,4966.466533333333
3281,Toyota Etios Liva G,2012,350000,40000,Petrol,Individual,Manual,Third Owner,,,,,,3556.9332
3282,Honda BRV i-DTEC V MT,2016,950000,60000,Diesel,Individual,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,9623.333333333334
3283,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,580000,110000,Diesel,Individual,Manual,Second Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,6369.3332
3284,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,6308.464333333334
3285,Mahindra Scorpio VLX 2WD AT BSIII,2014,800000,80000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,7717.666666666667
3286,Maruti A-Star Vxi,2011,347000,30000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,2849.530933333333
3287,Mahindra XUV500 W8 2WD,2014,1000000,120000,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,8848.333333333334
3288,Hyundai EON Sportz,2016,300000,35000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,3572.0
3289,Tata Tigor 1.2 Revotron XZ,2017,493000,40000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,5384.132800000001
3290,Hyundai Grand i10 Magna,2014,370000,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,4664.999533333334
3291,Maruti Swift Dzire ZDi,2008,250000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,2858.1997333333334
3292,Datsun RediGO 1.0 T Option,2017,300000,20000,Petrol,Individual,Manual,First Owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,3228.6
3293,Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,4680.266666666666
3294,Ford Figo Diesel Titanium,2010,185000,124316,Diesel,Dealer,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,2354.5333333333333
3295,Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Individual,Manual,First Owner,20.0 kmpl,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5.0,12689.332933333331
3296,Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,1000000,50000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,10534.065933333333
3297,Hyundai i20 Magna 1.2,2016,600000,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,5925.8
3298,Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,17392.533199999998
3299,Hyundai Grand i10 SportZ Edition,2015,360000,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,4726.3328
3300,Maruti Swift Dzire VXi,2012,285000,69000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,3686.4
3301,Mahindra KUV 100 mFALCON D75 K8,2016,350000,49600,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,5260.4
3302,Hyundai i10 Era,2008,130000,30000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,2302.9994666666666
3303,Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,500000,198000,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,8.0,5649.066666666667
3304,Hyundai i20 Asta (o),2010,350000,80000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,3204.5328
3305,Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,7137.866666666667
3306,Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0,4967.865466666667
3307,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,525000,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,5746.9331999999995
3308,Maruti Ertiga BSIV VXI,2017,765000,40000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,7875.266666666666
3309,Maruti Swift VDI,2012,450000,97000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,3655.3324
3310,Tata Estate Std,1999,78000,80000,Diesel,Individual,Manual,Third Owner,,,,,,1088.2661999999998
3311,Nissan Micra Active XV,2014,390000,30000,Petrol,Individual,Manual,First Owner,19.69 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,4063.2
3312,Maruti Ertiga SHVS ZDI Plus,2017,940000,120000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,7900.533200000001
3313,Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,6215.3328
3314,Ford Figo Diesel Titanium,2012,320000,103994,Diesel,Individual,Manual,Fourth & Above Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,2806.9333333333334
3315,Toyota Corolla AE,2003,145000,70000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,"16.1@ 4,200(kgm@ rpm)",5.0,1740.6666666666667
3316,Ford Figo Aspire 1.5 TDCi Titanium,2017,670000,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,8152.166666666667
3317,Maruti SX4 ZDI Leather,2011,350000,115000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,3952.5329333333334
3318,Tata Indica Vista Quadrajet VX,2012,285000,178000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5.0,3330.9333333333334
3319,Maruti Zen Estilo LX BSIV,2011,300000,40000,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,2813.3996666666662
3320,Ford Figo Diesel EXI,2011,300000,80000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,3346.0
3321,Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0,16283.0
3322,Tata Indica V2 DLS TC,2009,90000,118000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0,1013.2
3323,Maruti Alto LX,2004,100000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,1138.8274666666666
3324,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,1039.4666666666667
3325,Mahindra Scorpio Gateway 2WD,2013,459999,120000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2609 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,5425.2586666666675
3326,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,525000,217000,Diesel,Individual,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,5568.065933333334
3327,Maruti Wagon R AX BSIV,2011,250000,65000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,2474.731866666667
3328,Hyundai i10 Asta,2012,300000,41000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,2933.3998
3329,Maruti Swift ZXI ABS,2005,130000,120000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,2186.8
3330,Maruti Alto K10 LXI,2011,199000,70000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,2418.733333333333
3331,Renault Duster 85PS Diesel RxL Optional,2012,545000,90000,Diesel,Individual,Manual,Second Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,5225.666466666667
3332,Maruti Ertiga ZDI,2014,570000,80000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,6361.4656
3333,Honda City 2017-2020 VTEC,2006,150000,120000,Petrol,Individual,Manual,Second Owner,16.9 kmpl,1497 CC,100 bhp,"13.5@ 4,800(kgm@ rpm)",5.0,1837.0666666666666
3334,Maruti Alto STD,2009,114999,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,1581.6643333333332
3335,Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,6077.332466666669
3336,Renault Triber RXT BSIV,2019,600000,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0,6376.733333333334
3337,Maruti Vitara Brezza VDi Option,2016,610000,110000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,8329.930466666669
3338,Hyundai i20 1.2 Asta Option,2017,690000,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,6272.666333333333
3339,Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,7604.598333333334
3340,Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,3235.997133333333
3341,Honda Jazz 1.2 V i VTEC,2016,500000,41000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,5126.7328
3342,Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,4684.399200000001
3343,Mahindra Bolero SLX,2007,245000,110000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,3222.0666666666666
3344,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,340000,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,3438.0
3345,Maruti Wagon R LXI,2008,221000,35008,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,3260.1997333333334
3346,Datsun RediGO T,2017,270000,31100,Petrol,Dealer,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,3207.9994666666666
3347,Hyundai Xcent 1.1 CRDi Base,2014,455000,42312,Diesel,Dealer,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,5179.333333333333
3348,Toyota Etios G Safety,2011,300000,72000,Petrol,Dealer,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5.0,3761.5333333333333
3349,Toyota Etios Liva 1.4 GD,2014,480000,54891,Diesel,Dealer,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,5570.8
3350,Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5.0,12512.533333333333
3351,BMW 3 Series 320d Luxury Line Plus,2017,2600000,44000,Diesel,Dealer,Automatic,First Owner,22.69 kmpl,1995 CC,190 bhp,400Nm@ 1750-2750rpm,5.0,33277.132666666665
3352,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,18890,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,22008.0
3353,Renault Koleos 2.0 Diesel,2013,1000000,75010,Diesel,Dealer,Automatic,First Owner,13.73 kmpl,1995 CC,148 bhp,320Nm@ 2000rpm,5.0,12190.2
3354,Renault Pulse RxZ Optional,2012,245000,100000,Diesel,Dealer,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0,3099.0666666666666
3355,Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,7866.799
3356,Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,95Nm@ 3000-4300rpm,5.0,6252.7998
3357,Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7.0,16674.599599999998
3358,Toyota Corolla Altis Diesel D4DG,2010,425000,83585,Diesel,Dealer,Manual,First Owner,21.43 kmpl,1364 CC,87.2 bhp,205Nm@ 1800-2800rpm,5.0,4932.2
3359,Volkswagen Polo GT TSI,2014,550000,31000,Petrol,Dealer,Automatic,Second Owner,17.21 kmpl,1197 CC,103.6 bhp,175Nm@ 1500-4100rpm,5.0,5905.066266666667
3360,Toyota Innova Crysta 2.4 GX MT BSIV,2016,1475000,100000,Diesel,Dealer,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,12550.133066666665
3361,Renault Duster 85PS Diesel RxL,2017,750000,48406,Diesel,Dealer,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,200Nm@ 1750rpm,5.0,8016.865666666667
3362,Hyundai i20 Era 1.4 CRDi,2016,570000,56239,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,7488.199466666667
3363,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,6112.7324
3364,Honda Jazz 1.2 S AT i VTEC,2016,600000,26000,Petrol,Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,7836.532733333334
3365,Toyota Etios GD,2012,415000,90000,Diesel,Individual,Manual,First Owner,,,,,,3632.266666666667
3366,Hyundai i20 Active 1.2 SX with AVN,2016,530000,120000,Petrol,Individual,Manual,Second Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,4982.266066666667
3367,Hyundai i20 Asta Option 1.2,2016,540000,38000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,5602.866666666667
3368,Hyundai EON Era Plus,2013,180000,60000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,2172.0
3369,Maruti Swift Dzire VXI,2014,450000,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,4757.666666666667
3370,Chevrolet Beat LT,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,3329.5333333333333
3371,Tata Tiago 1.2 Revotron XZ,2017,425000,42000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,5346.532800000001
3372,Chevrolet Sail 1.2 LS ABS,2016,400000,30000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,4804.333333333333
3373,Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,Manual,First Owner,13.8 kmpl,1299 CC,70 bhp,"10.7@ 2,500(kgm@ rpm)",5.0,1844.5333333333333
3374,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,3570.133333333333
3375,Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,500000,50000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9.0,6622.999866666667
3376,Chevrolet Beat Diesel,2013,200000,60000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,2357.5329333333334
3377,Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,7.0,9224.933333333332
3378,Ambassador CLASSIC 1500 DSL AC,2000,75000,90000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1489 CC,35.5 bhp,72.9Nm@ 2250rpm,5.0,1628.9331333333332
3379,Maruti Swift LXI Optional-O,2015,400000,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5.0,4561.9330666666665
3380,Honda Mobilio RS i DTEC,2015,650000,110000,Diesel,Individual,Manual,First Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,7420.866666666667
3381,Maruti Swift VDI,2015,480000,87847,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,6127.3331333333335
3382,Maruti Alto LXi,2009,140000,35000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,2034.1333333333334
3383,Maruti Swift VXI 2018,2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,6826.666666666667
3384,Maruti Wagon R AMT VXI,2017,380000,29000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0,4753.333199999999
3385,Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,4147.8
3386,Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,6720.5323333333345
3387,Renault KWID RXL,2017,250000,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,3397.4666666666667
3388,Maruti Alto LX,2009,120000,17000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,1812.5333333333333
3389,Tata Manza Aura Quadrajet BS IV,2012,287000,120000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0,3529.999733333333
3390,Maruti Baleno Delta 1.2,2016,550000,45000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,5487.198733333334
3391,Mahindra Scorpio 1.99 S10 4WD,2016,950000,60000,Diesel,Individual,Manual,Third Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,9276.333333333334
3392,Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1956 CC,138.1 bhp,350Nm@ 1750-2500rpm,5.0,19010.599866666667
3393,Ford Fiesta 1.5 TDCi Trend,2015,501000,80000,Diesel,Individual,Manual,Second Owner,25.01 kmpl,1498 CC,89.75 bhp,204Nm@ 2000-2750rpm,5.0,6345.3331333333335
3394,Mahindra Bolero 2011-2019 ZLX BSIII,2014,550000,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,7529.333199999999
3395,Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,3216.266666666667
3396,Maruti Wagon R VXI BS IV,2015,300000,50000,Petrol,Individual,Manual,Third Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,3330.1330666666668
3397,Toyota Etios Liva GD,2012,280000,100000,Diesel,Individual,Manual,Second Owner,,,,,,3447.3333333333335
3398,Ford Figo 1.5P Titanium AT,2015,416000,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5.0,6130.0
3399,Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8.0,2746.3333333333335
3400,Chevrolet Sail 1.2 LS ABS,2016,550000,15000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,5154.733333333334
3401,Mahindra XUV500 W8 2WD,2012,700000,100000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,7328.866666666667
